zone_id,timestamp,temperature,humidity,air_pressure,dust_concentration,noise_level,light_intensity
Zone-B,2024-03-28 07:30:00,23.3,50.5,101.09,14.5,64.9,468.0
Zone-B,2024-03-28 08:00:00,19.6,48.8,101.0,16.6,66.6,436.0
Zone-B,2024-03-28 08:30:00,22.1,46.0,101.23,13.0,66.4,419.0
Zone-A,2024-03-28 09:00:00,23.5,53.7,101.27,11.0,58.7,555.0
Zone-C,2024-03-28 09:30:00,25.0,50.1,101.07,11.7,68.5,508.0
Zone-C,2024-03-28 10:00:00,20.5,56.9,101.51,16.6,63.3,562.0
Zone-A,2024-03-28 10:30:00,23.3,49.7,101.52,18.1,65.8,443.0
Zone-A,2024-03-28 11:00:00,20.5,45.2,101.56,10.6,65.1,420.0
Zone-B,2024-03-28 11:30:00,24.5,46.5,101.36,10.3,67.6,554.0
Zone-A,2024-03-28 12:00:00,22.0,49.8,101.46,13.2,68.3,515.0
Zone-C,2024-03-28 12:30:00,19.6,55.5,101.34,14.0,65.5,464.0
Zone-B,2024-03-28 13:00:00,21.8,52.4,101.44,16.9,63.2,457.0
Zone-C,2024-03-28 13:30:00,22.6,52.3,101.15,14.3,66.2,495.0
Zone-A,2024-03-28 14:00:00,23.7,46.1,101.01,18.3,66.9,505.0
Zone-D,2024-03-28 14:30:00,21.5,51.4,101.34,15.9,64.8,527.0
Zone-D,2024-03-28 15:00:00,23.4,52.7,101.39,15.0,66.3,560.0
Zone-B,2024-03-28 15:30:00,21.8,49.2,101.4,17.2,64.7,523.0
Zone-D,2024-03-28 16:00:00,20.7,50.0,101.61,16.8,63.1,474.0
Zone-A,2024-03-28 16:30:00,20.1,54.9,101.1,7.4,60.8,503.0
Zone-D,2024-03-28 17:00:00,20.9,50.4,101.37,13.1,62.2,546.0
Zone-C,2024-03-28 17:30:00,22.4,42.0,100.99,9.6,64.5,510.0
Zone-C,2024-03-28 18:00:00,21.7,48.1,101.5,16.0,62.3,458.0
Zone-C,2024-03-28 18:30:00,20.9,49.0,101.31,16.2,62.5,432.0
Zone-B,2024-03-28 19:00:00,22.6,52.5,101.64,16.2,62.8,531.0
Zone-C,2024-03-28 19:30:00,21.8,46.0,101.29,15.8,69.3,504.0
Zone-B,2024-03-28 20:00:00,20.8,44.3,101.05,12.1,70.0,490.0
Zone-D,2024-03-28 20:30:00,21.9,53.3,101.42,14.2,68.4,466.0
Zone-C,2024-03-28 21:00:00,22.4,46.2,101.35,18.1,67.6,545.0
Zone-A,2024-03-28 21:30:00,26.3,49.2,101.12,16.4,62.4,443.0
Zone-A,2024-03-28 22:00:00,21.6,55.9,101.44,16.1,60.0,469.0
Zone-B,2024-03-28 22:30:00,24.1,49.2,101.74,16.3,64.5,484.0
Zone-C,2024-03-28 23:00:00,21.9,45.6,101.49,16.3,64.2,494.0
Zone-C,2024-03-28 23:30:00,23.2,56.1,101.61,15.6,62.5,423.0
Zone-D,2024-03-29 00:00:00,22.2,47.7,101.33,15.9,67.2,441.0
Zone-A,2024-03-29 00:30:00,20.7,49.1,101.35,15.6,72.7,387.0
Zone-D,2024-03-29 01:00:00,23.7,53.2,101.12,13.6,70.3,469.0
Zone-C,2024-03-29 01:30:00,21.1,50.4,101.4,18.0,68.1,539.0
Zone-C,2024-03-29 02:00:00,19.1,49.9,101.43,17.1,62.9,449.0
Zone-D,2024-03-29 02:30:00,20.4,51.4,101.5,15.4,61.8,509.0
Zone-D,2024-03-29 03:00:00,20.6,47.8,101.23,12.6,61.6,577.0
Zone-C,2024-03-29 03:30:00,19.2,48.2,101.26,18.7,65.9,486.0
Zone-B,2024-03-29 04:00:00,20.9,53.4,101.14,15.6,64.5,524.0
Zone-A,2024-03-29 04:30:00,24.4,52.1,101.27,20.0,69.7,557.0
Zone-A,2024-03-29 05:00:00,22.4,47.7,100.83,15.6,67.3,433.0
Zone-C,2024-03-29 05:30:00,22.6,48.7,101.4,13.2,62.8,497.0
Zone-A,2024-03-29 06:00:00,20.2,52.9,101.3,11.6,63.2,530.0
Zone-C,2024-03-29 06:30:00,21.5,52.1,101.1,14.2,64.8,611.0
Zone-D,2024-03-29 07:00:00,20.9,51.9,101.39,20.2,69.1,477.0
Zone-D,2024-03-29 07:30:00,20.4,45.8,101.35,18.0,68.4,487.0
Zone-C,2024-03-29 08:00:00,22.1,54.3,101.15,7.6,68.5,442.0
Zone-D,2024-03-29 08:30:00,21.6,51.4,101.21,18.2,73.0,460.0
Zone-B,2024-03-29 09:00:00,22.2,50.0,101.36,13.2,63.0,469.0
Zone-C,2024-03-29 09:30:00,21.3,48.7,100.8,15.3,64.1,464.0
Zone-C,2024-03-29 10:00:00,22.1,50.0,101.22,15.0,63.3,442.0
Zone-C,2024-03-29 10:30:00,24.9,48.5,101.35,22.8,63.8,523.0
Zone-B,2024-03-29 11:00:00,25.5,45.1,101.57,15.7,63.5,502.0
Zone-B,2024-03-29 11:30:00,21.5,54.7,101.3,17.1,63.4,515.0
Zone-D,2024-03-29 12:00:00,21.4,45.7,101.56,16.0,67.3,464.0
Zone-A,2024-03-29 12:30:00,23.8,51.4,101.33,18.1,64.0,565.0
Zone-D,2024-03-29 13:00:00,21.0,50.1,101.11,11.6,63.6,492.0
Zone-B,2024-03-29 13:30:00,22.8,48.1,101.42,14.0,63.5,531.0
Zone-D,2024-03-29 14:00:00,21.2,55.5,101.39,10.9,64.6,468.0
Zone-D,2024-03-29 14:30:00,19.5,53.2,101.52,12.8,67.1,544.0
Zone-B,2024-03-29 15:00:00,22.0,52.9,101.36,18.4,61.5,507.0
Zone-C,2024-03-29 15:30:00,22.3,46.5,101.09,10.2,65.1,478.0
Zone-D,2024-03-29 16:00:00,20.1,53.7,101.38,12.8,65.6,488.0
Zone-C,2024-03-29 16:30:00,19.7,50.8,101.63,19.2,65.3,478.0
Zone-A,2024-03-29 17:00:00,22.8,50.8,101.27,20.6,63.8,548.0
Zone-C,2024-03-29 17:30:00,22.2,50.4,100.97,18.3,67.5,509.0
Zone-D,2024-03-29 18:00:00,23.6,51.2,101.04,12.1,64.8,415.0
Zone-A,2024-03-29 18:30:00,23.7,49.4,101.33,12.1,66.9,493.0
Zone-D,2024-03-29 19:00:00,21.5,54.2,101.56,17.2,65.6,474.0
Zone-A,2024-03-29 19:30:00,21.6,49.0,101.38,14.9,65.0,577.0
Zone-A,2024-03-29 20:00:00,23.7,47.7,101.36,12.7,66.8,596.0
Zone-A,2024-03-29 20:30:00,21.5,52.4,101.62,14.6,66.5,586.0
Zone-C,2024-03-29 21:00:00,20.6,46.9,101.05,17.3,62.0,528.0
Zone-C,2024-03-29 21:30:00,24.0,48.0,101.15,17.0,65.1,382.0
Zone-A,2024-03-29 22:00:00,24.3,51.7,101.22,13.7,67.1,498.0
Zone-B,2024-03-29 22:30:00,22.1,50.5,101.14,13.9,64.4,462.0
Zone-A,2024-03-29 23:00:00,22.4,51.5,101.64,12.7,67.7,571.0
Zone-D,2024-03-29 23:30:00,23.4,48.5,101.24,19.6,64.4,498.0
Zone-D,2024-03-30 00:00:00,21.3,52.3,100.81,12.6,62.1,579.0
Zone-B,2024-03-30 00:30:00,22.3,49.4,101.26,10.9,69.1,482.0
Zone-C,2024-03-30 01:00:00,22.9,48.0,101.29,12.2,64.3,552.0
Zone-A,2024-03-30 01:30:00,22.2,51.1,101.31,19.9,62.6,493.0
Zone-D,2024-03-30 02:00:00,22.3,47.0,101.33,15.1,65.3,506.0
Zone-A,2024-03-30 02:30:00,21.0,45.1,101.34,12.3,64.7,463.0
Zone-A,2024-03-30 03:00:00,19.8,51.1,101.44,18.3,63.7,502.0
Zone-A,2024-03-30 03:30:00,22.5,53.1,100.95,10.6,69.2,416.0
Zone-D,2024-03-30 04:00:00,23.4,54.0,101.46,12.0,62.3,497.0
Zone-D,2024-03-30 04:30:00,24.6,55.2,101.36,10.2,65.5,490.0
Zone-A,2024-03-30 05:00:00,22.0,45.0,101.35,10.5,57.4,511.0
Zone-C,2024-03-30 05:30:00,24.9,47.5,101.21,17.7,68.5,505.0
Zone-A,2024-03-30 06:00:00,20.9,54.0,101.05,13.4,66.8,422.0
Zone-D,2024-03-30 06:30:00,22.6,53.4,101.64,13.8,63.7,536.0
Zone-B,2024-03-30 07:00:00,21.1,49.1,101.36,16.1,59.3,442.0
Zone-B,2024-03-30 07:30:00,19.3,45.0,101.08,14.3,64.6,392.0
Zone-A,2024-03-30 08:00:00,20.6,45.4,101.26,13.0,68.8,493.0
Zone-D,2024-03-30 08:30:00,21.1,49.2,101.17,19.0,64.0,523.0
Zone-D,2024-03-30 09:00:00,23.2,48.0,100.94,13.6,66.9,415.0
Zone-B,2024-03-30 09:30:00,22.4,52.5,101.58,17.0,65.9,509.0
Zone-B,2024-03-30 10:00:00,20.2,47.2,100.95,15.2,66.3,506.0
Zone-A,2024-03-30 10:30:00,22.4,52.3,101.03,15.2,65.7,477.0
Zone-A,2024-03-30 11:00:00,18.8,46.9,101.2,15.4,65.1,596.0
Zone-C,2024-03-30 11:30:00,23.4,49.9,101.32,18.8,68.9,517.0
Zone-B,2024-03-30 12:00:00,24.6,47.3,101.29,24.5,67.1,493.0
Zone-B,2024-03-30 12:30:00,22.2,50.5,101.63,17.4,64.8,416.0
Zone-B,2024-03-30 13:00:00,20.9,50.2,101.27,18.3,64.3,542.0
Zone-B,2024-03-30 13:30:00,19.8,48.4,101.44,21.2,64.6,541.0
Zone-B,2024-03-30 14:00:00,24.0,52.9,101.45,13.9,69.6,434.0
Zone-B,2024-03-30 14:30:00,20.1,55.6,101.37,11.3,60.7,426.0
Zone-B,2024-03-30 15:00:00,25.1,49.8,101.2,19.9,65.8,484.0
Zone-B,2024-03-30 15:30:00,23.6,51.8,101.42,14.2,62.3,449.0
Zone-C,2024-03-30 16:00:00,22.2,50.0,101.4,13.7,68.8,434.0
Zone-A,2024-03-30 16:30:00,22.6,47.3,101.25,12.2,63.9,446.0
Zone-C,2024-03-30 17:00:00,20.5,52.9,101.02,16.9,67.6,537.0
Zone-D,2024-03-30 17:30:00,22.0,46.7,100.99,11.5,61.5,514.0
Zone-C,2024-03-30 18:00:00,19.9,49.4,101.31,14.1,64.2,564.0
Zone-B,2024-03-30 18:30:00,22.7,52.1,101.23,17.4,65.9,511.0
Zone-B,2024-03-30 19:00:00,21.4,50.7,101.72,16.8,70.1,406.0
Zone-C,2024-03-30 19:30:00,22.1,52.5,101.38,16.5,63.8,561.0
Zone-C,2024-03-30 20:00:00,19.6,49.6,101.32,13.3,65.1,402.0
Zone-A,2024-03-30 20:30:00,20.1,53.8,101.35,13.9,67.9,569.0
Zone-A,2024-03-30 21:00:00,24.7,44.3,101.58,11.5,65.9,531.0
Zone-C,2024-03-30 21:30:00,24.4,51.4,101.36,12.5,59.9,457.0
Zone-A,2024-03-30 22:00:00,24.1,50.1,101.63,12.8,67.4,508.0
Zone-A,2024-03-30 22:30:00,23.9,49.3,101.27,18.7,58.7,493.0
Zone-C,2024-03-30 23:00:00,19.5,49.9,101.22,16.8,66.4,486.0
Zone-D,2024-03-30 23:30:00,20.6,50.2,101.56,12.1,60.5,408.0
Zone-A,2024-03-31 00:00:00,19.7,50.0,101.02,13.9,66.4,394.0
Zone-B,2024-03-31 00:30:00,23.5,54.3,101.67,19.4,72.2,512.0
Zone-C,2024-03-31 01:00:00,23.2,49.2,101.43,15.4,60.0,425.0
Zone-A,2024-03-31 01:30:00,24.7,50.5,101.58,13.3,62.3,496.0
Zone-A,2024-03-31 02:00:00,23.2,54.2,101.34,17.0,64.6,573.0
Zone-B,2024-03-31 02:30:00,24.2,47.6,101.38,12.0,67.4,480.0
Zone-C,2024-03-31 03:00:00,20.8,43.9,101.52,15.6,65.8,542.0
Zone-A,2024-03-31 03:30:00,20.9,47.2,101.41,18.5,66.6,580.0
Zone-C,2024-03-31 04:00:00,22.8,51.5,101.46,14.3,61.3,501.0
Zone-B,2024-03-31 04:30:00,23.1,47.4,101.02,12.8,69.0,525.0
Zone-C,2024-03-31 05:00:00,21.8,47.1,101.36,15.6,66.4,625.0
Zone-D,2024-03-31 05:30:00,22.7,47.9,101.02,13.3,63.6,541.0
Zone-B,2024-03-31 06:00:00,21.1,47.0,101.41,13.1,66.7,458.0
Zone-B,2024-03-31 06:30:00,21.3,48.3,101.38,14.6,61.3,435.0
Zone-B,2024-03-31 07:00:00,21.5,45.8,101.22,15.8,61.5,542.0
Zone-A,2024-03-31 07:30:00,24.1,53.3,101.43,16.3,65.7,518.0
Zone-D,2024-03-31 08:00:00,21.1,49.9,101.33,16.9,60.2,511.0
Zone-C,2024-03-31 08:30:00,23.6,48.2,101.28,9.4,65.2,426.0
Zone-A,2024-03-31 09:00:00,21.2,49.9,101.18,14.5,66.1,498.0
Zone-C,2024-03-31 09:30:00,22.2,44.4,101.27,8.3,63.8,592.0
Zone-D,2024-03-31 10:00:00,23.4,45.7,101.19,14.5,66.5,543.0
Zone-A,2024-03-31 10:30:00,24.4,47.1,101.34,9.7,66.2,525.0
Zone-D,2024-03-31 11:00:00,22.0,52.0,101.13,11.0,62.1,519.0
Zone-B,2024-03-31 11:30:00,24.0,47.4,101.16,15.3,75.3,478.0
Zone-A,2024-03-31 12:00:00,23.4,49.5,101.19,11.0,64.1,542.0
Zone-B,2024-03-31 12:30:00,20.7,50.3,101.13,13.7,60.5,616.0
Zone-A,2024-03-31 13:00:00,22.5,49.0,101.56,14.7,66.4,578.0
Zone-A,2024-03-31 13:30:00,24.2,46.6,101.3,18.8,61.8,487.0
Zone-A,2024-03-31 14:00:00,21.6,51.5,101.46,18.5,65.2,448.0
Zone-C,2024-03-31 14:30:00,21.5,46.8,101.16,17.1,60.7,472.0
Zone-A,2024-03-31 15:00:00,23.3,52.1,101.14,12.3,69.7,519.0
Zone-C,2024-03-31 15:30:00,20.8,49.9,101.52,12.3,62.3,511.0
Zone-C,2024-03-31 16:00:00,20.0,48.0,101.21,7.0,65.2,531.0
Zone-B,2024-03-31 16:30:00,24.9,51.8,101.09,13.6,70.6,523.0
Zone-C,2024-03-31 17:00:00,23.6,48.3,101.26,14.8,67.8,479.0
Zone-A,2024-03-31 17:30:00,22.9,50.0,101.06,15.0,68.3,500.0
Zone-C,2024-03-31 18:00:00,21.5,54.3,101.38,10.9,64.1,513.0
Zone-B,2024-03-31 18:30:00,22.4,51.5,101.27,14.4,65.0,540.0
Zone-A,2024-03-31 19:00:00,21.0,49.8,101.35,13.4,66.4,517.0
Zone-C,2024-03-31 19:30:00,18.9,50.1,101.58,19.5,67.0,564.0
Zone-C,2024-03-31 20:00:00,21.8,51.7,101.33,17.0,70.5,550.0
Zone-D,2024-03-31 20:30:00,21.5,54.7,101.35,17.0,64.3,537.0
Zone-D,2024-03-31 21:00:00,22.6,53.4,101.2,17.9,57.7,469.0
Zone-D,2024-03-31 21:30:00,20.0,51.0,101.49,15.0,69.1,461.0
Zone-C,2024-03-31 22:00:00,19.9,52.2,101.53,15.3,70.5,525.0
Zone-B,2024-03-31 22:30:00,22.6,48.7,101.04,14.2,69.7,510.0
Zone-A,2024-03-31 23:00:00,21.4,47.3,101.41,11.6,66.1,477.0
Zone-B,2024-03-31 23:30:00,21.6,51.9,101.11,15.0,60.4,494.0
Zone-A,2024-04-01 00:00:00,22.7,52.4,101.53,17.0,63.8,409.0
Zone-B,2024-04-01 00:30:00,23.5,48.4,101.01,20.6,64.8,524.0
Zone-A,2024-04-01 01:00:00,22.3,50.0,101.22,13.2,71.7,427.0
Zone-D,2024-04-01 01:30:00,21.4,47.3,101.4,13.8,63.5,532.0
Zone-B,2024-04-01 02:00:00,24.9,47.5,100.99,15.2,67.5,489.0
Zone-C,2024-04-01 02:30:00,22.9,48.4,101.78,16.8,63.5,462.0
Zone-D,2024-04-01 03:00:00,22.4,52.0,101.04,15.0,67.2,517.0
Zone-A,2024-04-01 03:30:00,22.9,54.5,100.68,15.7,57.9,498.0
Zone-B,2024-04-01 04:00:00,23.9,49.6,101.11,17.5,65.4,509.0
Zone-D,2024-04-01 04:30:00,25.2,45.5,101.17,16.1,68.7,452.0
Zone-A,2024-04-01 05:00:00,21.4,49.8,101.27,17.1,64.8,532.0
Zone-B,2024-04-01 05:30:00,20.2,50.4,101.31,17.5,72.6,548.0
Zone-A,2024-04-01 06:00:00,20.9,51.9,101.29,14.0,63.4,471.0
Zone-B,2024-04-01 06:30:00,20.3,46.1,101.43,13.9,65.5,457.0
Zone-D,2024-04-01 07:00:00,22.9,47.9,101.03,19.7,65.6,484.0
Zone-C,2024-04-01 07:30:00,21.7,48.9,101.4,10.4,59.6,506.0
Zone-B,2024-04-01 08:00:00,19.4,44.3,101.48,15.5,65.5,444.0
Zone-D,2024-04-01 08:30:00,24.1,53.0,101.03,14.7,63.8,498.0
Zone-A,2024-04-01 09:00:00,23.6,48.9,101.5,9.8,63.2,480.0
Zone-C,2024-04-01 09:30:00,21.2,50.1,101.33,15.7,67.7,537.0
Zone-C,2024-04-01 10:00:00,19.7,50.4,101.18,17.5,68.9,542.0
Zone-C,2024-04-01 10:30:00,24.9,52.3,101.5,12.6,64.9,534.0
Zone-C,2024-04-01 11:00:00,22.4,47.3,101.12,9.6,66.1,448.0
Zone-D,2024-04-01 11:30:00,23.0,52.2,101.34,16.2,68.1,558.0
Zone-C,2024-04-01 12:00:00,18.7,52.1,101.4,15.9,66.4,484.0
Zone-C,2024-04-01 12:30:00,18.4,48.2,100.93,10.0,68.2,473.0
Zone-A,2024-04-01 13:00:00,22.4,50.0,101.57,15.2,63.2,574.0
Zone-C,2024-04-01 13:30:00,21.3,51.3,101.4,11.3,67.8,568.0
Zone-B,2024-04-01 14:00:00,20.3,50.1,101.57,10.1,66.9,438.0
Zone-A,2024-04-01 14:30:00,21.5,49.4,101.06,12.3,64.8,569.0
Zone-D,2024-04-01 15:00:00,22.7,45.1,101.39,15.1,63.1,478.0
Zone-D,2024-04-01 15:30:00,22.7,45.3,101.17,11.6,62.6,516.0
Zone-A,2024-04-01 16:00:00,22.1,52.0,100.85,14.2,64.7,418.0
Zone-C,2024-04-01 16:30:00,21.0,49.9,101.36,16.0,59.1,468.0
Zone-C,2024-04-01 17:00:00,19.7,50.0,101.21,13.1,74.5,447.0
Zone-B,2024-04-01 17:30:00,22.0,51.4,101.37,16.7,66.1,483.0
Zone-D,2024-04-01 18:00:00,22.0,48.0,101.15,11.0,67.4,555.0
Zone-A,2024-04-01 18:30:00,21.1,49.8,101.62,18.4,67.7,513.0
Zone-D,2024-04-01 19:00:00,21.1,48.5,101.35,16.3,62.1,562.0
Zone-A,2024-04-01 19:30:00,24.1,52.4,101.6,16.9,65.8,503.0
Zone-A,2024-04-01 20:00:00,21.5,50.0,101.09,14.7,61.5,460.0
Zone-D,2024-04-01 20:30:00,23.8,53.5,101.13,17.6,63.2,467.0
Zone-C,2024-04-01 21:00:00,24.1,46.7,100.94,13.0,63.2,481.0
Zone-D,2024-04-01 21:30:00,19.4,51.1,101.68,15.9,64.3,533.0
Zone-D,2024-04-01 22:00:00,22.1,50.2,101.28,15.7,63.8,419.0
Zone-B,2024-04-01 22:30:00,24.8,51.6,101.16,16.1,61.6,519.0
Zone-B,2024-04-01 23:00:00,23.1,53.1,101.41,14.4,68.1,472.0
Zone-D,2024-04-01 23:30:00,22.4,47.8,101.35,19.5,67.3,546.0
Zone-C,2024-04-02 00:00:00,23.7,49.8,101.13,9.4,61.7,506.0
Zone-C,2024-04-02 00:30:00,19.0,50.5,101.4,10.3,67.6,479.0
Zone-D,2024-04-02 01:00:00,19.5,44.9,101.29,15.3,65.0,552.0
Zone-A,2024-04-02 01:30:00,22.1,48.3,101.24,18.2,61.6,508.0
Zone-A,2024-04-02 02:00:00,22.3,53.1,101.32,12.1,65.6,536.0
Zone-D,2024-04-02 02:30:00,22.2,53.3,101.04,14.5,65.0,539.0
Zone-C,2024-04-02 03:00:00,23.3,50.1,101.23,15.6,61.6,476.0
Zone-B,2024-04-02 03:30:00,22.9,51.1,101.17,12.7,62.6,463.0
Zone-D,2024-04-02 04:00:00,22.2,53.6,101.56,12.2,66.0,514.0
Zone-D,2024-04-02 04:30:00,22.3,47.1,101.15,16.0,63.8,505.0
Zone-A,2024-04-02 05:00:00,20.5,48.5,101.03,15.8,64.0,513.0
Zone-B,2024-04-02 05:30:00,21.5,50.7,101.66,13.4,66.5,467.0
Zone-D,2024-04-02 06:00:00,21.8,51.4,101.36,17.1,67.9,533.0
Zone-A,2024-04-02 06:30:00,23.4,50.6,101.15,17.4,63.9,535.0
Zone-C,2024-04-02 07:00:00,20.1,48.9,101.16,16.2,63.3,499.0
Zone-A,2024-04-02 07:30:00,21.8,53.1,101.39,15.9,65.1,462.0
Zone-B,2024-04-02 08:00:00,20.7,50.8,101.02,14.9,65.3,429.0
Zone-C,2024-04-02 08:30:00,21.9,50.0,101.72,15.0,67.6,522.0
Zone-B,2024-04-02 09:00:00,22.4,52.5,101.01,14.7,65.8,452.0
Zone-A,2024-04-02 09:30:00,21.9,50.3,101.27,12.3,62.7,484.0
Zone-C,2024-04-02 10:00:00,22.6,50.3,101.34,14.3,62.5,485.0
Zone-B,2024-04-02 10:30:00,20.8,40.9,101.3,14.2,68.7,534.0
Zone-D,2024-04-02 11:00:00,22.7,47.0,101.5,15.4,63.9,461.0
Zone-D,2024-04-02 11:30:00,21.0,49.2,101.09,15.1,64.5,534.0
Zone-B,2024-04-02 12:00:00,21.8,44.5,101.24,11.6,63.2,453.0
Zone-D,2024-04-02 12:30:00,25.1,49.0,101.44,14.1,64.3,476.0
Zone-C,2024-04-02 13:00:00,21.0,48.0,101.37,14.8,69.0,489.0
Zone-C,2024-04-02 13:30:00,21.6,50.1,101.42,15.3,69.0,629.0
Zone-C,2024-04-02 14:00:00,23.2,51.1,100.9,19.2,68.7,577.0
Zone-D,2024-04-02 14:30:00,23.2,47.2,101.11,11.7,65.2,465.0
Zone-D,2024-04-02 15:00:00,23.3,48.3,101.23,15.8,63.6,455.0
Zone-B,2024-04-02 15:30:00,19.3,52.8,101.12,13.9,63.9,397.0
Zone-C,2024-04-02 16:00:00,22.4,54.2,101.49,13.9,68.2,413.0
Zone-A,2024-04-02 16:30:00,23.2,47.8,101.49,15.1,61.4,512.0
Zone-C,2024-04-02 17:00:00,22.0,50.7,101.14,11.5,66.8,497.0
Zone-B,2024-04-02 17:30:00,22.9,51.7,101.44,19.9,65.6,450.0
Zone-B,2024-04-02 18:00:00,20.8,49.1,101.34,19.1,64.6,584.0
Zone-B,2024-04-02 18:30:00,24.7,51.3,101.43,13.6,70.0,468.0
Zone-C,2024-04-02 19:00:00,23.8,46.9,101.43,18.3,67.7,477.0
Zone-B,2024-04-02 19:30:00,21.6,54.6,101.2,13.6,69.5,497.0
Zone-B,2024-04-02 20:00:00,21.9,55.5,101.17,12.8,65.5,502.0
Zone-C,2024-04-02 20:30:00,20.8,52.4,101.3,15.2,65.0,448.0
Zone-A,2024-04-02 21:00:00,20.8,45.3,101.53,15.0,68.0,477.0
Zone-A,2024-04-02 21:30:00,23.7,45.1,101.49,14.8,60.8,359.0
Zone-C,2024-04-02 22:00:00,22.8,53.0,101.31,16.8,66.3,503.0
Zone-A,2024-04-02 22:30:00,23.4,45.6,101.32,17.0,63.7,513.0
Zone-D,2024-04-02 23:00:00,20.2,50.2,101.16,13.4,66.7,412.0
Zone-B,2024-04-02 23:30:00,20.4,52.2,101.27,12.8,66.4,445.0
Zone-C,2024-04-03 00:00:00,20.3,49.4,101.27,12.8,64.2,567.0
Zone-A,2024-04-03 00:30:00,21.9,46.5,101.3,8.6,69.8,441.0
Zone-C,2024-04-03 01:00:00,22.3,50.5,101.14,18.9,71.2,463.0
Zone-C,2024-04-03 01:30:00,23.1,47.0,101.56,18.8,68.0,417.0
Zone-B,2024-04-03 02:00:00,21.2,48.4,101.18,19.0,59.6,519.0
Zone-D,2024-04-03 02:30:00,23.1,47.9,101.4,16.3,64.2,554.0
Zone-A,2024-04-03 03:00:00,21.2,53.3,101.33,14.1,64.3,431.0
Zone-C,2024-04-03 03:30:00,21.5,46.6,101.35,17.7,66.4,464.0
Zone-C,2024-04-03 04:00:00,21.6,50.8,101.37,19.9,66.9,507.0
Zone-C,2024-04-03 04:30:00,22.2,49.0,101.3,17.2,62.9,521.0
Zone-D,2024-04-03 05:00:00,21.8,55.2,101.36,16.0,62.4,573.0
Zone-C,2024-04-03 05:30:00,22.8,54.1,101.26,15.0,60.9,592.0
Zone-A,2024-04-03 06:00:00,22.6,55.6,101.23,16.4,68.0,516.0
Zone-D,2024-04-03 06:30:00,21.5,48.6,101.23,23.0,63.1,401.0
Zone-B,2024-04-03 07:00:00,22.1,50.1,101.24,13.1,64.2,434.0
Zone-D,2024-04-03 07:30:00,24.7,50.7,101.32,18.2,73.1,480.0
Zone-D,2024-04-03 08:00:00,22.5,52.4,101.44,17.7,67.8,479.0
Zone-A,2024-04-03 08:30:00,23.8,49.7,101.36,16.8,62.9,522.0
Zone-B,2024-04-03 09:00:00,22.9,44.3,101.58,12.5,65.8,576.0
Zone-C,2024-04-03 09:30:00,23.0,53.1,101.52,13.5,61.9,521.0
Zone-B,2024-04-03 10:00:00,23.1,53.3,101.46,13.5,67.6,395.0
Zone-C,2024-04-03 10:30:00,23.9,47.3,101.12,22.5,65.2,487.0
Zone-D,2024-04-03 11:00:00,20.3,51.3,101.46,13.9,58.6,581.0
Zone-A,2024-04-03 11:30:00,21.6,49.1,101.29,12.6,68.8,536.0
Zone-B,2024-04-03 12:00:00,22.7,56.9,101.16,18.8,58.3,532.0
Zone-B,2024-04-03 12:30:00,25.4,46.9,101.63,10.9,71.2,477.0
Zone-B,2024-04-03 13:00:00,20.9,48.4,101.31,14.5,64.8,516.0
Zone-B,2024-04-03 13:30:00,22.4,50.0,101.21,16.3,66.1,516.0
Zone-C,2024-04-03 14:00:00,22.0,47.9,101.31,14.2,58.8,550.0
Zone-C,2024-04-03 14:30:00,22.4,49.9,101.4,12.7,69.1,560.0
Zone-C,2024-04-03 15:00:00,20.3,48.1,101.44,15.7,64.9,522.0
Zone-B,2024-04-03 15:30:00,19.2,47.2,101.18,17.3,58.5,509.0
Zone-B,2024-04-03 16:00:00,21.4,52.0,101.46,20.1,61.5,459.0
Zone-A,2024-04-03 16:30:00,22.1,54.2,101.39,15.3,68.7,480.0
Zone-C,2024-04-03 17:00:00,23.8,55.2,101.27,10.4,65.4,582.0
Zone-B,2024-04-03 17:30:00,22.7,45.9,101.55,17.4,68.0,557.0
Zone-D,2024-04-03 18:00:00,21.2,53.2,101.17,11.5,62.5,535.0
Zone-B,2024-04-03 18:30:00,21.4,54.4,101.52,17.0,69.1,441.0
Zone-A,2024-04-03 19:00:00,23.4,51.7,101.05,12.8,64.5,491.0
Zone-C,2024-04-03 19:30:00,21.9,48.1,101.6,11.3,61.4,453.0
Zone-A,2024-04-03 20:00:00,21.0,47.9,101.64,13.0,64.6,437.0
Zone-B,2024-04-03 20:30:00,21.3,51.8,101.44,18.0,62.0,466.0
Zone-D,2024-04-03 21:00:00,23.2,49.9,101.29,16.8,68.0,465.0
Zone-D,2024-04-03 21:30:00,21.8,49.6,101.11,15.9,63.4,500.0
Zone-B,2024-04-03 22:00:00,23.0,50.8,101.12,15.6,65.4,472.0
Zone-A,2024-04-03 22:30:00,20.7,50.5,101.02,11.8,61.2,439.0
Zone-D,2024-04-03 23:00:00,21.3,53.2,101.42,18.4,63.2,399.0
Zone-B,2024-04-03 23:30:00,21.1,53.4,101.22,14.9,64.4,535.0
Zone-A,2024-04-04 00:00:00,23.2,45.4,100.81,17.0,64.4,533.0
Zone-D,2024-04-04 00:30:00,21.6,51.6,101.27,12.8,63.8,492.0
Zone-C,2024-04-04 01:00:00,22.9,49.5,101.09,20.0,65.9,568.0
